id,code,grade,subject,strand,cluster,description,dateadopted,status,sourceurl,clarifications,glossaryterms,purposeandstrategies,misconceptions,tieredinstruction,instructionaltasks,instructionalitems,horizontalalignment,verticalalignment,previousbenchmarks,nextbenchmarks,relatedcourses,accesspoints,resourcelinks,materials
15484,MA.7.DP.1.5,7,Mathematics (B.E.S.T.),Data Analysis and Probability,Represent and interpret numerical and categorical data.,"Given a real-world numerical or categorical data set, choose and create an appropriate graphical representation.",,State Board Approved,,"Clarification 1: Graphical representations are limited to histograms, bar charts, circle graphs, line plots, box plots and stem-and-leaf plots.",,,"Students may not distinguish between histograms (numerical data) and bar charts, also called bar graphs (categorical data).",,,,,,,,,,,
15485,MA.7.DP.2.1,7,Mathematics (B.E.S.T.),Data Analysis and Probability,Develop an understanding of probability. Find and compare experimental and theoretical probabilities.,Determine the sample space for a simple experiment.,,State Board Approved,,"Clarification 1: Simple experiments include tossing a fair coin, rolling a fair die, picking a card randomly from a deck, picking marbles randomly from a bag and spinning a fair spinner.",,,"Students may incorrectly list more outcomes than the experiment merits. To address this misconception, ensure students can explain the experiment in their own words to then verify what is listed in their sample space.",,,,,,,,,,,
15486,MA.7.DP.2.2,7,Mathematics (B.E.S.T.),Data Analysis and Probability,Develop an understanding of probability. Find and compare experimental and theoretical probabilities.,"Given the probability of a chance event, interpret the likelihood of it occurring. Compare the probabilities of chance events.",,State Board Approved,,"Clarification 1: Instruction includes representing probability as a fraction, percentage or decimal between 0 and 1 with probabilities close to 1 corresponding to highly likely events and probabilities close to 0 corresponding to highly unlikely events. | Clarification 2: Instruction includes P(event) notation. | Clarification 3: Instruction includes representing probability as a fraction, percentage or decimal.",,,"Students may incorrectly assume that an event is only possible in an experiment and interchange the meaning of an event and an experiment. | Students may confuse the mathematical meaning of a word like “event” with the everyday meaning. | Students may may incorrectly convert forms of probability between fractions and percentages. To address this misconception, scaffold with more familiar values initially to facilitate the interpretation. | Students may incorrectly interpret a value with a negative sign as a possible probability. For example, −12 cannot represent a probability since negative values are less than 0. | For example, −12 cannot represent a probability since negative values are less than 0.",,,,,,,,,,,
15487,MA.7.DP.2.3,7,Mathematics (B.E.S.T.),Data Analysis and Probability,Develop an understanding of probability. Find and compare experimental and theoretical probabilities.,Find the theoretical probability of an event related to a simple experiment.,,State Board Approved,,"Clarification 1: Instruction includes representing probability as a fraction, percentage or decimal. | Clarification 2: Simple experiments include tossing a fair coin, rolling a fair die, picking a card randomly from a deck, picking marbles randomly from a bag and spinning a fair spinner.",,,"Students may incorrectly convert forms of probability between fractions and percentages. To address this misconception, scaffold with more familiar values initially to facilitate the interpretation. | Students may incorrectly count outcomes when one outcome appears more than once in the sample space.For example, if the sample space is {red, red, blue} and one wants to find P(red), a student may incorrectly state 12 or 13 instead of 23. | For example, if the sample space is {red, red, blue} and one wants to find P(red), a student may incorrectly state 12 or 13 instead of 23.",,,,,,,,,,,
15488,MA.7.DP.2.4,7,Mathematics (B.E.S.T.),Data Analysis and Probability,Develop an understanding of probability. Find and compare experimental and theoretical probabilities.,Use a simulation of a simple experiment to find experimental probabilities and compare them to theoretical probabilities.,,State Board Approved,,"Clarification 1: Instruction includes representing probability as a fraction, percentage or decimal. | Clarification 2: Instruction includes recognizing that experimental probabilities may differ from theoretical probabilities due to random variation. As the number of repetitions increases experimental probabilities will typically better approximate the theoretical probabilities. | Clarification 3: Experiments include tossing a fair coin, rolling a fair die, picking a card randomly from a deck, picking marbles randomly from a bag and spinning a fair spinner.",,,"Students may incorrectly assume the theoretical and experimental probabilities of the same experiment will always be the same. To address this misconception, provide multiple opportunities for students to experience simulations of different situations, with physical or virtual manipulatives, in order to find and compare the experimental and theoretical probabilities. | Students may incorrectly expect to see every possible outcome occur during a simulation. While all may occur in a simulation, it is not certain to happen. Students may inadvertently let their own experience with an experiment affect their response. For example, during an experiment if a student never draws an ace from a standard deck of cards, they could incorrectly assume it could never happen. | For example, during an experiment if a student never draws an ace from a standard deck of cards, they could incorrectly assume it could never happen.",,,,,,,,,,,
15489,MA.8.NSO.1.1,8,Mathematics (B.E.S.T.),Number Sense and Operations,"Solve problems involving rational numbers, including numbers in scientific notation, and extend the understanding of rational numbers to irrational numbers.",Extend previous understanding of rational numbers to define irrational numbers within the real number system. Locate an approximate value of a numerical expression involving irrational numbers on a number line.,,State Board Approved,,"Clarification 1: Instruction includes the use of number line and rational number approximations, and recognizing pi (π) as an irrational number. | Clarification 2: Within this benchmark, the expectation is to approximate numerical expressions involving one arithmetic operation and estimating square roots or pi (π).",,,"Students may incorrectly believe that pi (π) is a rational number since they have only been introduced to a decimal approximation and a fraction approximation. To address this misconception, instruction includes looking further at the decimal representation of pi (π) so that students will notice that a pattern will not emerge. In fact, a pattern never emerges, therefore, pi is irrational. | Students may incorrectly think that the number line only has the numbers that are labeled. | Students may incorrectly think a numerical expression that includes addition or subtraction cannot be placed on a number line.For example, 2 + 3 can be placed on a number line at approximately 3.73. | For example, 2 + 3 can be placed on a number line at approximately 3.73.",,,,,,,,,,,
15490,MA.8.NSO.1.2,8,Mathematics (B.E.S.T.),Number Sense and Operations,"Solve problems involving rational numbers, including numbers in scientific notation, and extend the understanding of rational numbers to irrational numbers.","Plot, order and compare rational and irrational numbers, represented in various forms.",,State Board Approved,,"Clarification 1: Within this benchmark, it is not the expectation to work with the number e. | Clarification 2: Within this benchmark, the expectation is to plot, order and compare square roots and cube roots. | Clarification 3: Within this benchmark, the expectation is to use symbols (<, > or =).",,,Students may not understand that square and cube roots can be plotted on a number line.,,,,,,,,,,,
15491,MA.8.NSO.1.3,8,Mathematics (B.E.S.T.),Number Sense and Operations,"Solve problems involving rational numbers, including numbers in scientific notation, and extend the understanding of rational numbers to irrational numbers.","Extend previous understanding of the Laws of Exponents to include integer exponents. Apply the Laws of Exponents to evaluate numerical expressions and generate equivalent numerical expressions, limited to integer exponents and rational number bases, with procedural fluency.",,State Board Approved,,Clarification 1: Refer to the K-12 Formulas (Appendix E) for the Laws of Exponents.,,,"When working with negative exponents, students may not understand the connection to fractions and values in the denominator. To address this misconception, use expanded notation to show how to simplify to help support the understanding of exponents and values in the denominator of a fraction.For example, (54)−3 can be rewritten as ((54)−1)−3 which can be rewritten as (154)³ which can be rewritten as (45)³ which can be rewritten as (45) (45) (45) which is equivalent to 64125. | For example, (54)−3 can be rewritten as ((54)−1)−3 which can be rewritten as (154)³ which can be rewritten as (45)³ which can be rewritten as (45) (45) (45) which is equivalent to 64125.",,,,,,,,,,,
15492,MA.8.NSO.1.4,8,Mathematics (B.E.S.T.),Number Sense and Operations,"Solve problems involving rational numbers, including numbers in scientific notation, and extend the understanding of rational numbers to irrational numbers.",Express numbers in scientific notation to represent and approximate very large or very small quantities. Determine how many times larger or smaller one number is compared to a second number.,,State Board Approved,,,,,"Students often confuse the meaning of the exponent and the value of the number in scientific notation. | Some students misrepresent scientific notation by not expressing the number as a product of a power of 10 and a number that is at least 1 and less than 10. | Students may incorrectly interpret the “E” on a calculator display as an error message. | Students may interpret the comparison of two numbers in scientific notation incorrectly.For example, if students were asked what is 3 times larger than 3 × 10³, they may respond with 9 × 109 instead of the correct response of 9 × 10³.For example, if a student determines the first number is 104 times bigger than the second number, they may incorrectly believe the first number is 4 times as big as the second number instead of 10,000 times bigger. | For example, if students were asked what is 3 times larger than 3 × 10³, they may respond with 9 × 109 instead of the correct response of 9 × 10³. | For example, if a student determines the first number is 104 times bigger than the second number, they may incorrectly believe the first number is 4 times as big as the second number instead of 10,000 times bigger.",,,,,,,,,,,
15493,MA.8.NSO.1.5,8,Mathematics (B.E.S.T.),Number Sense and Operations,"Solve problems involving rational numbers, including numbers in scientific notation, and extend the understanding of rational numbers to irrational numbers.","Add, subtract, multiply and divide numbers expressed in scientific notation with procedural fluency.",,State Board Approved,,"Clarification 1: Within this benchmark, for addition and subtraction with numbers expressed in scientific notation, exponents are limited to within 2 of each other.",,,"Some students may incorrectly apply addition and subtraction across a problem.For example, students may miscalculate (1.3 × 10³) + (3.4 × 105) as 4.7 × 108. | For example, students may miscalculate (1.3 × 10³) + (3.4 × 105) as 4.7 × 108. | Some students may incorrectly apply multiplication across a problem.For example, students may miscalculate (2 × 104)(3 × 105) as 6 × 1020. | For example, students may miscalculate (2 × 104)(3 × 105) as 6 × 1020. | Some students may incorrectly represent their final answer not in scientific notation.For example, students may write (2 × 104)(6 × 105) as 12 × 109 instead of 1.2 × 1010. | For example, students may write (2 × 104)(6 × 105) as 12 × 109 instead of 1.2 × 1010.",,,,,,,,,,,
15494,MA.8.NSO.1.6,8,Mathematics (B.E.S.T.),Number Sense and Operations,"Solve problems involving rational numbers, including numbers in scientific notation, and extend the understanding of rational numbers to irrational numbers.",Solve real-world problems involving operations with numbers expressed in scientific notation.,,State Board Approved,,"Clarification 1: Instruction includes recognizing the importance of significant digits when physical measurements are involved. | Clarification 2: Within this benchmark, for addition and subtraction with numbers expressed in scientific notation, exponents are limited to within 2 of each other.",,,"Students may incorrectly identify zeros as significant digits. | Some students may incorrectly apply addition and subtraction across a problem.For example, students may miscalculate (1.3 × 103) + (3.4 × 105) as 4.7 × 108. | For example, students may miscalculate (1.3 × 103) + (3.4 × 105) as 4.7 × 108. | Some students may incorrectly apply multiplication across a problem. | For example, students may miscalculate (2 × 104)(3 × 105) as 6 × 1020. | Some students may incorrectly represent their final answer not in scientific notation.For example, students may write (2.0 × 104)(6.0 × 105) as 12.0 × 109 instead of 1.2× 1010. | For example, students may write (2.0 × 104)(6.0 × 105) as 12.0 × 109 instead of 1.2× 1010.",,,,,,,,,,,
15495,MA.8.NSO.1.7,8,Mathematics (B.E.S.T.),Number Sense and Operations,"Solve problems involving rational numbers, including numbers in scientific notation, and extend the understanding of rational numbers to irrational numbers.",Solve multi-step mathematical and real-world problems involving the order of operations with rational numbers including exponents and radicals.,,State Board Approved,,"Clarification 1: Multi-step expressions are limited to 6 or fewer steps. | Clarification 2: Within this benchmark, the expectation is to simplify radicals by factoring square roots of perfect squares up to 225 and cube roots of perfect cubes from -125 to 125.",,,"Students may confuse square roots with cube roots. | Some students may incorrectly apply the order of operations. To address this misconception, be sure to review operations with rational numbers and order of operations. | Students may incorrectly perform operations with the numbers in the problem based on what has recently been taught, rather than what is most appropriate for a solution. To address this misconception, have students estimate or predict solutions prior to solving and then compare those predictions to their actual solution to see if it is reasonable (MTR.6.1). | Students may incorrectly oversimplify a problem by circling the numbers, underlining the question, boxing in key words, and eliminating important contextual information that may seem unimportant. This process can cause students to not be able to comprehend the context or the situation (MTR.2.1, MTR.4.1, MTR.5.1, MTR.7.1). Teachers and students should engage in questions such as:What do you know from the problem?What is the problem asking you to find?Are you putting groups together? Taking groups apart? Or both?Are the groups you are working with the same sizes or different sizes?Can you create a visual model to help you understand or see patterns in your problem?” | What do you know from the problem? | What is the problem asking you to find? | Are you putting groups together? Taking groups apart? Or both? | Are the groups you are working with the same sizes or different sizes? | Can you create a visual model to help you understand or see patterns in your problem?”",,,,,,,,,,,
15496,MA.8.AR.1.1,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Generate equivalent algebraic expressions.,"Apply the Laws of Exponents to generate equivalent algebraic expressions, limited to integer exponents and monomial bases.",,State Board Approved,,Clarification 1: Refer to the K-12 Formulas (Appendix E) for the Laws of Exponents.,,,"When working with negative exponents, students may not understand the connection to fractions and values in the denominator. | Students may incorrectly multiply the exponent with the base number.",,,,,,,,,,,
15497,MA.8.AR.1.2,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Generate equivalent algebraic expressions.,Apply properties of operations to multiply two linear expressions with rational coefficients.,,State Board Approved,,"Clarification 1: Problems are limited to products where at least one of the factors is a monomial. | Clarification 2: Refer to Properties of Operations, Equality and Inequality (Appendix D).",,,"Students may incorrectly apply the distributive property by multiplying the monomial to only one of the terms in the parentheses. To address this misconception, emphasize that it is the distributive property (multiplication to all terms) to help support student understanding. | Students may incorrectly apply the rules of integers as they distribute. Students may incorrectly change the degree of the variable to simplify terms. | Students may incorrectly change the degree of the variable in order to simplify terms.",,,,,,,,,,,
15498,MA.8.AR.1.3,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Generate equivalent algebraic expressions.,Rewrite the sum of two algebraic expressions having a common monomial factor as a common factor multiplied by the sum of two algebraic expressions.,,State Board Approved,,,,,"Students may incorrectly apply integer operations. | Students may incorrectly apply the Laws of Exponents. | Students may incorrectly change the degree of a variable in order to simplify terms. | Students may incorrectly factor out only one of the terms from the parentheses.For example, in 18xy³ + 3xy², students may incorrectly factor the first term only resulting in 3xy²(6y + 3xy²). | For example, in 18xy³ + 3xy², students may incorrectly factor the first term only resulting in 3xy²(6y + 3xy²). | Students may incorrectly combine terms.",,,,,,,,,,,
15499,MA.8.AR.2.1,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Solve multi-step one-variable equations and inequalities.,"Solve multi-step linear equations in one variable, with rational number coefficients. Include equations with variables on both sides.",,State Board Approved,,"Clarification 1: Problem types include examples of one-variable linear equations that generate one solution, infinitely many solutions or no solution.",,,"Students may incorrectly apply the distributive property by multiplying the monomial to only one of the terms in the parentheses. To address this misconception, emphasize that it is the distributive property of multiplication over addition to help support student understanding. | Students may incorrectly apply the rules of integer arithmetic as they distribute when working with the operations of negative numbers and applying the distributive property of multiplication over addition. | Students may incorrectly think that you always need a constant as a solution when given a variable. To address this misconception, provide examples that show a constant equal to a variable as a solution, a constant equal to a constant or a false equality statement.",,,,,,,,,,,
15500,MA.8.AR.2.2,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Solve multi-step one-variable equations and inequalities.,Solve two-step linear inequalities in one variable and represent solutions algebraically and graphically.,,State Board Approved,,"Clarification 1: Instruction includes inequalities in the forms px±q>r and p(x±q)>r, where p, q and r are specific rational numbers and where any inequality symbol can be represented. | Clarification 2: Problems include inequalities where the variable may be on either side of the inequality.",,,"Students may confuse when to use an open versus closed circle when graphing an inequality. Emphasize the inclusion (≤ and ≥) versus non-inclusion (< and >) of that value as a viable solution and provide problems that motivate reasoning with different ranges of possible values for the variable. | Some students are unable to see the difference between the multiplication or division property of equality and the multiplication or division property of inequality. | Students may misunderstand the direction the inequality symbol is pointing is always the direction they shade on the number line. To address this misconception, emphasize reading the inequality sentence aloud and use numerical examples to test for viable solutions (MTR.6.1).",,,,,,,,,,,
15501,MA.8.AR.2.3,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Solve multi-step one-variable equations and inequalities.,"Given an equation in the form of x&sup2;=p and x&sup3;=q, where p is a whole number and q is an integer, determine the real solutions.",,State Board Approved,,"Clarification 1: Instruction focuses on understanding that when solving x²=p, there is both a positive and negative solution. | Clarification 2: Within this benchmark, the expectation is to calculate square roots of perfect squares up to 225 and cube roots of perfect cubes from -125 to 125.",,,"Students may incorrectly conclude that squaring a number means to multiply by 2. Likewise, cubing may be mistaken as multiplying by 3. Use length to show doubling and area of a square to show an exponent of 2. Use of two-dimensional and three-dimensional manipulatives (MTR.2.1) may also help to emphasize squares and cubes versus increasing length. | Students may think that since a negative number has no square root in the real number system, then a negative number has no cube root in the real number system.",,,,,,,,,,,
15502,MA.8.AR.3.1,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Extend understanding of proportional relationships to two-variable linear equations.,Determine if a linear relationship is also a proportional relationship.,,State Board Approved,,"Clarification 1: Instruction focuses on the understanding that proportional relationships are linear relationships whose graph passes through the origin. | Clarification 2: Instruction includes the representation of relationships using tables, graphs, equations and written descriptions.",,,Students may incorrectly state a relationship is not proportional if the origin is not visible in the graph or given in the table. | Students may incorrectly think all linear relationships are proportional. Some students find a constant rate of change and confuse this with a constant ratio. Help students understand that a constant ratio is only possible if the relationship passes through the origin.,,,,,,,,,,,
15503,MA.8.AR.3.2,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Extend understanding of proportional relationships to two-variable linear equations.,"Given a table, graph or written description of a linear relationship, determine the slope.",,State Board Approved,,Clarification 1: Problem types include cases where two points are given to determine the slope. | Clarification 2: Instruction includes making connections of slope to the constant of proportionality and to similar triangles represented on the coordinate plane.,,,"Students may invert the x-and y-values when calculating slope. To address this misconception, students should represent the relationship visually.",,,,,,,,,,,
15504,MA.8.AR.3.3,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Extend understanding of proportional relationships to two-variable linear equations.,"Given a table, graph or written description of a linear relationship, write an equation in slope-intercept form.",,State Board Approved,,,,,Students may incorrectly identify the values for the slope and y-intercept. | Students may incorrectly calculate the slope with a common error of inverting the change in y and the change in x.,,,,,,,,,,,
15505,MA.8.AR.3.4,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Extend understanding of proportional relationships to two-variable linear equations.,"Given a mathematical or real-world context, graph a two-variable linear equation from a written description, a table or an equation in slope-intercept form.",,State Board Approved,,,,,"Students may incorrectly identify the slope and y-intercept. | When graphing, students may incorrectly graph the line by inverting the directions of the slope values. For example, if the slope is 23, a student may think that 2 represents the change in the horizontal direction rather than the vertical direction. | For example, if the slope is 23, a student may think that 2 represents the change in the horizontal direction rather than the vertical direction.",,,,,,,,,,,
15506,MA.8.AR.3.5,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Extend understanding of proportional relationships to two-variable linear equations.,"Given a real-world context, determine and interpret the slope and y-intercept of a two-variable linear equation from a written description, a table, a graph or an equation in slope-intercept form.",,State Board Approved,,Clarification 1: Problems include conversions with temperature and equations of lines of fit in scatter plots.,,,"Students may incorrectly identify the slope and y-intercept. | Students may incorrectly interpret the slope and y-intercept. | The misconceptions of this benchmark may develop for some students based on the real-world context of the problems presented. To address this misconception, scaffold questions to help students understand the context.",,,,,,,,,,,
15507,MA.8.AR.4.1,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Develop an understanding of two-variable systems of equations.,"Given a system of two linear equations and a specified set of possible solutions, determine which ordered pairs satisfy the system of linear equations.",,State Board Approved,,Clarification 1: Instruction focuses on the understanding that a solution to a system of equations satisfies both linear equations simultaneously.,,,"Students may incorrectly substitute solutions into the equations. To address this misconception, remediate work with integers. | Students may not understand how a pair of values can be a single solution to a pair of equations. Emphasize the connection between the two variables in the equations and the two coordinates of the point on the coordinate plane.",,,,,,,,,,,
15508,MA.8.AR.4.2,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Develop an understanding of two-variable systems of equations.,"Given a system of two linear equations represented graphically on the same coordinate plane, determine whether there is one solution, no solution or infinitely many solutions.",,State Board Approved,,,,,"Students may incorrectly interpret the solution when the lines are the same and have an infinite number of solutions. To address this misconception, provide multiple examples to show how the equations and graphs will be the same line on the coordinate plane.",,,,,,,,,,,
15509,MA.8.AR.4.3,8,Mathematics (B.E.S.T.),Algebraic Reasoning,Develop an understanding of two-variable systems of equations.,"Given a mathematical or real-world context, solve systems of two linear equations by graphing.",,State Board Approved,,"Clarification 1: Instruction includes approximating non-integer solutions. | Clarification 2: Within this benchmark, it is the expectation to represent systems of linear equations in slope-intercept form only. | Clarification 3: Instruction includes recognizing that parallel lines have the same slope.",,,"Students make errors in plotting points and graphing lines on the coordinate plane, leading to incorrect solutions. To address this misconception, use graph paper, a printed coordinate plane or an online tool for graphing. | Students incorrectly identify the solution to equations of the same line by stating only the graphed points are the solution set. For example, in the system below with the infinitely many solutions, students may incorrectly not identify (7, 9) as a solution because it is not a point graphed on the coordinate plane. | For example, in the system below with the infinitely many solutions, students may incorrectly not identify (7, 9) as a solution because it is not a point graphed on the coordinate plane.",,,,,,,,,,,
15510,MA.8.F.1.1,8,Mathematics (B.E.S.T.),Functions,"Define, evaluate and compare functions.","Given a set of ordered pairs, a table, a graph or mapping diagram, determine whether the relationship is a function. Identify the domain and range of the relation.",,State Board Approved,,"Clarification 1: Instruction includes referring to the input as the independent variable and the output as the dependent variable. | Clarification 2: Within this benchmark, it is the expectation to represent domain and range as a list of numbers or as an inequality.",,,"Students may invert the terms independent and dependent variable. To address this misconception, focus on the vocabulary and relationship to the input and output.",,,,,,,,,,,
15511,MA.8.F.1.2,8,Mathematics (B.E.S.T.),Functions,"Define, evaluate and compare functions.","Given a function defined by a graph or an equation, determine whether the function is a linear function. Given an input-output table, determine whether it could represent a linear function.",,State Board Approved,,Clarification 1: Instruction includes recognizing that a table may not determine a function.,,,"Students may not understand the connection from a table to the visual of a graph of the same function. To address this misconception, provide opportunities for students to make connections and see the graph and table side by side.",,,,,,,,,,,
15512,MA.8.F.1.3,8,Mathematics (B.E.S.T.),Functions,"Define, evaluate and compare functions.","Analyze a real-world written description or graphical representation of a functional relationship between two quantities and identify where the function is increasing, decreasing or constant.",,State Board Approved,,Clarification 1: Problem types are limited to continuous functions. | Clarification 2: Analysis includes writing a description of a graphical representation or sketching a graph from a written description.,,,"Students may invert domain and range. | Students may incorrectly describe increasing, decreasing or constant intervals using elements outside of the domain.",,,,,,,,,,,
15513,MA.8.GR.1.1,8,Mathematics (B.E.S.T.),Geometric Reasoning,Develop an understanding of the Pythagorean Theorem and angle relationships involving triangles.,Apply the Pythagorean Theorem to solve mathematical and real-world problems involving unknown side lengths in right triangles.,,State Board Approved,,"Clarification 1: Instruction includes exploring right triangles with natural-number side lengths to illustrate the Pythagorean Theorem. | Clarification 2: Within this benchmark, the expectation is to memorize the Pythagorean Theorem. | Clarification 3: Radicands are limited to whole numbers up to 225.",,,"Students may make errors in calculations when using the Pythagorean Theorem and finding square roots. | Students may not be able to spatially visualize triangles within the real-world problems. To address this misconception, instruction includes models for these problems with triangles and drawings to help students orient the ideas within the tasks. | Students may misidentify the side lengths and hypotenuse when connecting to the formula of a² + b² = c². To support students as they are developing the conceptual understanding of this benchmark, using the idea of leg² + leg² = hypotenuse² as a transition to using the formula.",,,,,,,,,,,
15514,MA.8.GR.1.2,8,Mathematics (B.E.S.T.),Geometric Reasoning,Develop an understanding of the Pythagorean Theorem and angle relationships involving triangles.,Apply the Pythagorean Theorem to solve mathematical and real-world problems involving the distance between two points in a coordinate plane.,,State Board Approved,,"Clarification 1: Instruction includes making connections between distance on the coordinate plane and right triangles. | Clarification 2: Within this benchmark, the expectation is to memorize the Pythagorean Theorem. It is not the expectation to use the distance formula. | Clarification 3: Radicands are limited to whole numbers up to 225.",,,"Students may have the misconception that the Pythagorean Theorem will apply to any triangle. | Students may invert the x- and y-value of the point. | When finding distances that cross over an axis students may incorrectly use operations with integers. For example, if given the points (−2, 0) and (3, 0), students may calculate the distance as 1 unit instead of 5 units. | For example, if given the points (−2, 0) and (3, 0), students may calculate the distance as 1 unit instead of 5 units.",,,,,,,,,,,
15515,MA.8.GR.1.3,8,Mathematics (B.E.S.T.),Geometric Reasoning,Develop an understanding of the Pythagorean Theorem and angle relationships involving triangles.,Use the Triangle Inequality Theorem to determine if a triangle can be formed from a given set of sides. Use the converse of the Pythagorean Theorem to determine if a right triangle can be formed from a given set of sides.,,State Board Approved,,,,,"Students may incorrectly think that the Triangle Inequality Theorem only applies to right triangles due to the work with the Pythagorean Theorem. Discussion of the two theorems and examples will help with this misconception. | Students may incorrectly believe endpoints of the sides of the triangle do not have to meet at a vertex. For example, students will attempt to make a triangle such as the example below. | For example, students will attempt to make a triangle such as the example below.",,,,,,,,,,,
15516,MA.8.GR.1.4,8,Mathematics (B.E.S.T.),Geometric Reasoning,Develop an understanding of the Pythagorean Theorem and angle relationships involving triangles.,"Solve mathematical problems involving the relationships between supplementary, complementary, vertical or adjacent angles.",,State Board Approved,,,,,Students may invert the definition of complementary and supplementary.,,,,,,,,,,,
15517,MA.8.GR.1.5,8,Mathematics (B.E.S.T.),Geometric Reasoning,Develop an understanding of the Pythagorean Theorem and angle relationships involving triangles.,Solve problems involving the relationships of interior and exterior angles of a triangle.,,State Board Approved,,Clarification 1: Problems include using the Triangle Sum Theorem and representing angle measures as algebraic expressions.,,,Students may incorrectly think that the exterior angle is the whole reflex angle of the interior angle. | Students may not recognize that there are two exterior angles for each interior angle and that the exterior angles are congruent.,,,,,,,,,,,
15518,MA.8.GR.1.6,8,Mathematics (B.E.S.T.),Geometric Reasoning,Develop an understanding of the Pythagorean Theorem and angle relationships involving triangles.,Develop and use formulas for the sums of the interior angles of regular polygons by decomposing them into triangles.,,State Board Approved,,Clarification 1: Problems include representing angle measures as algebraic expressions.,,,Students may incorrectly draw additional lines from the vertex to create additional triangles.,,,,,,,,,,,
15519,MA.8.GR.2.1,8,Mathematics (B.E.S.T.),Geometric Reasoning,Understand similarity and congruence using models and transformations.,"Given a preimage and image generated by a single transformation, identify the transformation that describes the relationship.",,State Board Approved,,"Clarification 1: Within this benchmark, transformations are limited to reflections, translations or rotations of images. | Clarification 2: Instruction focuses on the preservation of congruence so that a figure maps onto a copy of itself.",,,"Students may incorrectly visualize the movement of a figure. To support instruction, students may need manipulatives such as tangrams and tessellations to help with physically moving the figures to understand the transformations.",,,,,,,,,,,
15520,MA.8.GR.2.2,8,Mathematics (B.E.S.T.),Geometric Reasoning,Understand similarity and congruence using models and transformations.,"Given a preimage and image generated by a single dilation, identify the scale factor that describes the relationship.",,State Board Approved,,"Clarification 1: Instruction includes the connection to scale drawings and proportions. | Clarification 2: Instruction focuses on the preservation of similarity and the lack of preservation of congruence when a figure maps onto a scaled copy of itself, unless the scaling factor is 1.",,,"Students may incorrectly visualize the images with scale factors. To address this misconception, include practice in visualizing the reduction and enlargement based on the scale factors.",,,,,,,,,,,
15521,MA.8.GR.2.3,8,Mathematics (B.E.S.T.),Geometric Reasoning,Understand similarity and congruence using models and transformations.,Describe and apply the effect of a single transformation on two-dimensional figures using coordinates and the coordinate plane.,,State Board Approved,,"Clarification 1: Within this benchmark, transformations are limited to reflections, translations, rotations or dilations of images. | Clarification 2: Lines of reflection are limited to the x-axis, y-axis or lines parallel to the axes. | Clarification 3: Rotations must be about the origin and are limited to 90°, 180°, 270° or 360°. | Clarification 4: Dilations must be centered at the origin.",,,"Students may incorrectly visualize transformation on the coordinate plane. To address this misconception, provide students with manipulatives. | Students may incorrectly apply rules for transformations. To address this misconception, students should generate examples and non-examples of given transformations. | Students may invert clockwise and counterclockwise.",,,,,,,,,,,
15522,MA.8.GR.2.4,8,Mathematics (B.E.S.T.),Geometric Reasoning,Understand similarity and congruence using models and transformations.,Solve mathematical and real-world problems involving proportional relationships between similar triangles.,,State Board Approved,,,,,"Students may incorrectly assume the sides and angles of similar triangles must be equivalent. To address this misconception, show a variety of examples of sizes of triangles that are similar. | When checking to see if the triangles are proportional, students may incorrectly make connections to corresponding sides. For example, when triangles have been turned to a different orientation, students may incorrectly match the sides to check for proportionality. | For example, when triangles have been turned to a different orientation, students may incorrectly match the sides to check for proportionality.",,,,,,,,,,,
15523,MA.8.DP.1.1,8,Mathematics (B.E.S.T.),Data Analysis and Probability,Represent and investigate numerical bivariate data.,"Given a set of real-world bivariate numerical data, construct a scatter plot or a line graph as appropriate for the context.",,State Board Approved,,"Clarification 1: Instruction includes recognizing similarities and differences between scatter plots and line graphs, and on determining which is more appropriate as a representation of the data based on the context. | Clarification 2: Sets of data are limited to 20 points.",,,"When discussing and interpreting the data, students may incorrectly identify an association when the scatter plot shows no association. To address this misconception, provide examples for students that would help them understand that some data will not have association. For example, the height of a person and their number of pets. | For example, the height of a person and their number of pets. | Students may confuse the dependent and independent variables when creating line graphs. | Students may incorrectly believe bivariate data can only be displayed as a scatter plot.",,,,,,,,,,,
15524,MA.8.DP.1.2,8,Mathematics (B.E.S.T.),Data Analysis and Probability,Represent and investigate numerical bivariate data.,"Given a scatter plot within a real-world context, describe patterns of association.",,State Board Approved,,Clarification 1: Descriptions include outliers; positive or negative association; linear or nonlinear association; strong or weak association.,,,"Students may invert positive and negative correlations. | Students may incorrectly assume that associations can only have one descriptor. For example, students may only say that the correlation is a positive association instead of describing it as a strong, positive linear association. | For example, students may only say that the correlation is a positive association instead of describing it as a strong, positive linear association. | Students may misinterpret an outlier and why it may occur in a set of data.",,,,,,,,,,,
